Date,Aircraft Type,Aircraft Registration,Route of Flight From,Route of Flight Via,Route of Flight To,Duration of Flight,PIC,SIC,Cross Country,Dual Received,Solo,Part 121,Part 135,Day T-O,Day Ldg,Night T-O,Night Ldg,Approaches Instrument,Approaches Non-Instrument,Night,Actual Instrument,Simulated Instrument,Flight Simulator
2018-04-11,E170,N723YX,KIAH,,KXNA,1:26,,1:26,1:26,,,,,1,1,,,,,,1:26,,
2018-04-11,E170,N723YX,KXNA,,KEWR,2:49,,2:49,2:49,,,,,1,,,1,,,0:19,2:49,,
2018-04-11,E170,N723YX,KEWR,,KMKE,2:34,,2:34,2:34,,,,,,,1,1,,,2:34,2:34,,
2018-04-12,E170,N809RW,KMKE,,KIAH,2:35,,2:35,2:35,,,,,1,1,,,,,,2:35,,
2018-04-12,E170,N865RW,KIAH,,KCMH,2:19,,2:19,2:19,,,,,1,,,1,,,1:49,2:19,,
2018-04-13,E170,N731YX,KORD,,KDCA,1:37,,1:37,1:37,,,,,1,1,,,,,,1:37,,
2018-04-13,E170,N731YX,KDCA,,KORD,2:08,,2:08,2:08,,,,,,,1,1,,,2:08,2:08,,
2018-04-20,E170,N652RW,KORD,,KATL,1:46,,1:46,1:46,,,,,1,1,,,,,,1:46,,
2018-04-20,E170,N652RW,KATL,,KORD,2:00,,2:00,2:00,,,,,,,1,1,,,2:00,2:00,,
2018-04-22,E170,N863RW,KORD,,KDFW,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-04-22,E170,N863RW,KDFW,,KORD,2:10,,2:10,2:10,,,,,1,1,,,,,,2:10,,
2018-04-22,E170,N633RW,KORD,,KIND,1:04,,1:04,1:04,,,,,1,1,,,,,,1:04,,
2018-04-23,E170,N649RW,KIND,,KIAH,2:32,,2:32,2:32,,,,,1,1,,,,,,2:32,,
2018-04-23,E170,N649RW,KIAH,,KDSM,2:21,,2:21,2:21,,,,,1,1,,,,,,2:21,,
2018-04-24,E170,N647RW,KDSM,,KORD,1:13,,1:13,1:13,,,,,,1,1,,,,0:15,1:13,,
2018-04-24,E170,N748YX,KORD,,KJAX,2:30,,2:30,2:30,,,,,1,1,,,,,,2:30,,
2018-04-24,E170,N748YX,KJAX,,KORD,2:37,,2:37,2:37,,,,,1,1,,,,,,2:37,,
2018-04-25,E170,N657RW,KORD,,KATL,1:52,,1:52,1:52,,,,,1,1,,,,,,1:52,,
2018-04-25,E170,N657RW,KATL,,KORD,1:49,,1:49,1:49,,,,,,,1,1,,,1:49,1:49,,
2018-04-27,E170,N864RW,KORD,,KATL,1:53,,1:53,1:53,,,,,1,1,,,,,,1:53,,
2018-04-27,E170,N864RW,KATL,,KORD,2:15,,2:15,2:15,,,,,,,1,1,,,2:15,2:15,,
2018-04-30,E170,N979RP,KORD,,KDCA,2:05,,2:05,2:05,,,,,1,1,,,,,,2:05,,
2018-04-30,E170,N979RP,KDCA,,KORD,1:48,,1:48,1:48,,,,,1,1,,,,,,1:48,,
2018-05-01,E170,N729YX,KORD,,KDCA,1:48,,1:48,1:48,,,,,1,,,1,,,1:33,1:48,,
2018-05-01,E170,N729YX,KDCA,,KORD,2:05,,2:05,2:05,,,,,,,1,1,,,2:05,2:05,,
2018-05-03,E170,N864RW,KEWR,,KSDF,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2018-05-04,E170,N636RW,KSDF,,KIAH,2:26,,2:26,2:26,,,,,1,1,,,,,,2:26,,
2018-05-04,E170,N636RW,KIAH,,KDCA,3:16,,3:16,3:16,,,,,1,1,,,,,,3:16,,
2018-05-04,E170,N636RW,KDCA,,KORD,2:04,,2:04,2:04,,,,,1,1,,,,,,2:04,,
2018-05-07,E170,N726YX,KORD,,KDTW,1:15,,1:15,1:15,,,,,1,1,,,,,,1:15,,
2018-05-07,E170,N726YX,KDTW,,KEWR,1:54,,1:54,1:54,,,,,1,,,1,,,0:07,1:54,,
2018-05-07,E170,N726YX,KEWR,,KDTW,1:46,,1:46,1:46,,,,,,,1,1,,,1:46,1:46,,
2018-05-08,E170,N727YX,KEWR,,KCVG,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-05-08,E170,N727YX,KCVG,,KORD,1:23,,1:23,1:23,,,,,1,1,,,,,,1:23,,
2018-05-08,E170,N640RW,KDTW,,KEWR,2:04,,2:04,2:04,,,,,1,1,,,,,,2:04,,
2018-05-09,E170,N650RW,KORD,,KATL,2:26,,2:26,2:26,,,,,1,,,1,,,0:22,2:26,,
2018-05-09,E170,N650RW,KATL,,KORD,2:50,,2:50,2:50,,,,,,,1,1,,,2:50,2:50,,
2018-05-13,E170,N728YX,KORD,,KCMH,1:22,,1:22,1:22,,,,,1,1,,,,,,1:22,,
2018-05-13,E170,N728YX,KCMH,,KORD,1:20,,1:20,1:20,,,,,1,1,,,,,,1:20,,
2018-05-13,E170,N725YX,KORD,,KICT,1:56,,1:56,1:56,,,,,1,1,,,,,,1:56,,
2018-05-14,E170,N723YX,KORD,,KLGA,2:05,,2:05,2:05,,,,,1,1,,,,,,2:05,,
2018-05-14,E170,N723YX,KLGA,,KORD,2:26,,2:26,2:26,,,,,1,,,1,,,0:14,,,
2018-05-14,E170,N649RW,KICT,,KORD,2:20,,2:20,2:20,,,,,1,1,,,,,,2:20,,
2018-05-16,E170,N724YX,KORD,,KLGA,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-05-16,E170,N724YX,KLGA,,KORD,2:23,,2:23,2:23,,,,,,,1,1,,,2:23,2:23,,
2018-05-17,E170,N745YX,KORD,,KMSP,1:21,,1:21,1:21,,,,,1,1,,,,,,1:21,,
2018-05-17,E170,N745YX,KMSP,,KORD,2:02,,2:02,2:02,,,,,1,1,,,,,,2:02,,
2018-05-23,E170,N751YX,KORD,,KOKC,2:03,,2:03,2:03,,,,,1,1,,,,,,2:03,,
2018-05-23,E170,N751YX,KOKC,,KORD,2:21,,2:21,2:21,,,,,1,1,,,,,,2:21,,
2018-05-23,E170,N728YX,KORD,,KDTW,1:09,,1:09,1:09,,,,,1,1,,,,,,1:09,,
2018-05-24,E170,N649RW,KDTW,,KEWR,2:24,,2:24,2:24,,,,,1,1,,,,,,2:24,,
2018-05-24,E170,N859RW,KEWR,,KROC,1:18,,1:18,1:18,,,,,1,1,,,,,,1:18,,
2018-05-24,E170,N859RW,KROC,,KEWR,1:43,,1:43,1:43,,,,,1,1,,,,,,1:43,,
2018-05-24,E170,N639RW,KEWR,,KSYR,1:06,,1:06,1:06,,,,,,,1,1,,,1:05,1:06,,
2018-05-25,E170,N733YX,KSYR,,KORD,1:49,,1:49,1:49,,,,,1,1,,,,,,1:49,,
2018-05-25,E170,N733YX,KORD,,KLGA,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2018-05-25,E170,N733YX,KLGA,,KORD,2:14,,2:14,2:14,,,,,,,1,1,,,2:14,2:14,,
2018-05-27,E170,N657RW,KORD,,CYOW,1:50,,1:50,1:50,,,,,1,1,,,,,,1:50,,
2018-05-27,E170,N657RW,CYOW,,KEWR,2:00,,2:00,2:00,,,,,1,1,,,,,,2:00,,
2018-05-27,E170,N640RW,KEWR,,KSYR,1:12,,1:12,1:12,,,,,,,1,1,,,1:11,1:12,,
2018-05-28,E170,N732YX,KSYR,,KDTW,1:29,,1:29,1:29,,,,,1,1,,,,,,1:29,,
2018-05-28,E170,N732YX,KDTW,,KORD,1:13,,1:13,1:13,,,,,1,1,,,,,,1:13,,
2018-05-28,E170,N728YX,KORD,,KDCA,1:51,,1:51,1:51,,,,,1,,,1,,,0:36,1:51,,
2018-05-28,E170,N728YX,KDCA,,KORD,1:57,,1:57,1:57,,,,,,,1,1,,,1:57,1:57,,
2018-06-01,E170,N750YX,KMLI,,KORD,0:55,,0:55,0:55,,,,,1,1,,,,,,0:55,,
2018-06-06,E170,N741YX,KORD,,KJAX,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2018-06-06,E170,N741YX,KJAX,,KORD,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2018-06-10,E170,N650RW,KORD,,KMEM,2:10,,2:10,2:10,,,,,1,1,,,,,,2:10,,
2018-06-10,E170,N650RW,KMEM,,KORD,3:02,,3:02,3:02,,,,,1,,,1,,,1:25,3:02,,
2018-06-10,E170,N650RW,KORD,,KMSP,1:40,,1:40,1:40,,,,,,,1,1,,,1:40,1:40,,
2018-06-11,E170,N640RW,KMSP,,KORD,1:39,,1:39,1:39,,,,,1,1,,,,,,1:39,,
2018-06-11,E170,N632RW,KORD,,KCLT,2:29,,2:29,2:29,,,,,1,1,,,,,,2:29,,
2018-06-11,E170,N632RW,KCLT,,KIAH,2:35,,2:35,2:35,,,,,1,1,,,,,,2:35,,
2018-06-11,E170,N632RW,KIAH,,KLFT,0:54,,0:54,0:54,,,,,,,1,1,,,0:54,0:54,,
2018-06-12,E170,N642RW,KIAH,,KXNA,1:51,,1:51,1:51,,,,,1,1,,,,,,1:51,,
2018-06-12,E170,N642RW,KXNA,,KEWR,3:04,,3:04,3:04,,,,,1,1,,,,,,3:04,,
2018-06-12,E170,N650RW,KEWR,,KSDF,2:09,,2:09,2:09,,,,,,,1,1,,,2:09,2:09,,
2018-06-13,E170,N635RW,KORD,,KBUF,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-06-13,E170,N635RW,KBUF,,KORD,1:59,,1:59,1:59,,,,,1,1,,,,,,1:59,,
2018-06-17,E170,N723YX,KELP,,KDEN,1:52,,1:52,1:52,,,,,1,1,,,,,,1:52,,
2018-06-17,E170,N723YX,KDEN,,KICT,1:48,,1:48,1:48,,,,,1,1,,,,,,1:48,,
2018-06-17,E170,N637RW,KORD,,KELP,3:06,,3:06,3:06,,,,,1,1,,,,,,3:06,,
2018-06-18,E170,N723YX,KICT,,KDEN,1:44,,1:44,1:44,,,,,1,1,,,,,,1:44,,
2018-06-18,E170,N723YX,KDEN,,KMKE,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-06-18,E170,N723YX,KMKE,,KDEN,2:51,,2:51,2:51,,,,,1,1,,,,,,2:51,,
2018-06-19,E170,N723YX,KDRO,,KDEN,1:22,,1:22,1:22,,,,,1,1,,,,,,1:22,,
2018-06-19,E170,N723YX,KDEN,,KGRR,2:35,,2:35,2:35,,,,,1,1,,,,,,2:35,,
2018-06-20,E170,N725YX,KGRR,,KEWR,1:44,,1:44,1:44,,,,,1,1,,,,,,1:44,,
2018-06-20,E170,N648RW,KEWR,,KMSP,3:00,,3:00,3:00,,,,,1,1,,,,,,3:00,,
2018-06-21,E170,N979RP,KMSP,,KEWR,2:33,,2:33,2:33,,,,,1,1,,,,,,2:33,,
2018-06-21,E170,N856RW,KEWR,,CYYZ,1:36,,1:36,1:36,,,,,1,1,,,,,,1:36,,
2018-06-21,E170,N856RW,CYYZ,,KORD,2:15,,2:15,2:15,,,,,1,1,,,,,,2:15,,
2018-06-25,E170,N721YX,KORD,,KELP,3:02,,3:02,3:02,,,,,1,1,,,,,,3:02,,
2018-06-25,E170,N746YX,KELP,,KDEN,1:47,,1:47,1:47,,,,,1,1,,,,,,1:47,,
2018-06-25,E170,N746YX,KDEN,,KICT,1:24,,1:24,1:24,,,,,1,1,,,,,,1:24,,
2018-06-26,E170,N746YX,KICT,,KDEN,1:32,,1:32,1:32,,,,,1,1,,,,,,1:32,,
2018-06-26,E170,N746YX,KDEN,,KMKE,2:43,,2:43,2:43,,,,,1,1,,,,,,2:43,,
2018-06-26,E170,N746YX,KMKE,,KDEN,2:24,,2:24,2:24,,,,,1,1,,,,,,2:24,,
2018-06-27,E170,N740YX,KDRO,,KDEN,1:12,,1:12,1:12,,,,,1,1,,,,,,1:12,,
2018-06-27,E170,N740YX,KDEN,,KGRR,2:21,,2:21,2:21,,,,,1,1,,,,,,2:21,,
2018-06-28,E170,N656RW,KGRR,,KEWR,1:42,,1:42,1:42,,,,,1,1,,,,,,1:42,,
2018-06-28,E170,N656RW,KEWR,,KDTW,2:22,,2:22,2:22,,,,,1,1,,,,,,2:22,,
2018-06-28,E170,N656RW,KDTW,,KORD,1:14,,1:14,1:14,,,,,1,1,,,,,,1:14,,
2018-07-08,E170,N648RW,KORD,,KCLT,1:59,,1:59,1:59,,,,,1,1,,,,,,1:59,,
2018-07-08,E170,N648RW,KCLT,,KIAH,2:43,,2:43,2:43,,,,,1,1,,,,,,2:43,,
2018-07-09,E170,N726YX,KIAH,,KRDU,2:52,,2:52,2:52,,,,,1,1,,,,,,2:52,,
2018-07-09,E170,N726YX,KRDU,,KEWR,1:28,,1:28,1:28,,,,,1,1,,,,,,1:28,,
2018-07-09,E170,N646RW,KEWR,,KIND,2:02,,2:02,2:02,,,,,1,1,,,,,,2:02,,
2018-07-10,E170,N729YX,KIND,,KORD,1:14,,1:14,1:14,,,,,1,1,,,,,,1:14,,
2018-07-10,E170,N729YX,KORD,,KLGA,2:01,,2:01,2:01,,,,,1,1,,,,,,2:01,,
2018-07-10,E170,N729YX,KLGA,,KORD,2:17,,2:17,2:17,,,,,1,1,,,,,,2:17,,
2018-07-11,E170,N750YX,KCLT,,KDEN,3:13,,3:13,3:13,,,,,1,1,,,,,,3:13,,
2018-07-11,E170,N750YX,KDEN,,KDRO,1:06,,1:06,1:06,,,,,1,1,,,,,,1:06,,
2018-07-11,E170,N640RW,KORD,,KCLT,1:57,,1:57,1:57,,,,,1,1,,,,,,1:57,,
2018-07-12,E170,N979RP,KDRO,,KDEN,1:30,,1:30,1:30,,,,,1,1,,,,,,1:30,,
2018-07-12,E170,N979RP,KDEN,,KSLC,1:39,,1:39,1:39,,,,,1,1,,,,,,1:39,,
2018-07-12,E170,N979RP,KSLC,,KDEN,1:30,,1:30,1:30,,,,,1,1,,,,,,1:30,,
2018-07-12,E170,N979RP,KDEN,,KXNA,1:51,,1:51,1:51,,,,,1,,,1,,,1:13,1:51,,
2018-07-13,E170,N864RW,KXNA,,KIAH,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-07-13,E170,N635RW,KIAH,,KIND,2:19,,2:19,2:19,,,,,1,1,,,,,,2:19,,
2018-07-13,E170,N635RW,KIND,,KORD,1:21,,1:21,1:21,,,,,1,1,,,,,,1:21,,
2018-07-19,E170,N741YX,KEWR,,KBUF,1:48,,1:48,1:48,,,,,,,1,1,,,1:48,1:48,,
2018-07-19,E170,N656RW,KORD,,KDTW,1:45,,1:45,1:45,,,,,1,1,,,,,,1:45,,
2018-07-19,E170,N656RW,KDTW,,KEWR,1:57,,1:57,1:57,,,,,1,1,,,,,,1:57,,
2018-07-20,E170,N726YX,KEWR,,KDCA,1:18,,1:18,1:18,,,,,1,1,,,,,,1:18,,
2018-07-20,E170,N726YX,KDCA,,KORD,1:57,,1:57,1:57,,,,,1,,,1,,,1:41,1:57,,
2018-07-20,E170,N647RW,KBUF,,KEWR,1:07,,1:07,1:07,,,,,1,1,,,,,,1:07,,
2018-07-23,E170,N746YX,KORD,,KBUF,1:47,,1:47,1:47,,,,,1,1,,,,,,1:47,,
2018-07-23,E170,N746YX,KBUF,,KORD,1:39,,1:39,1:39,,,,,1,1,,,,,,1:39,,
2018-07-24,E170,N749YX,KORD,,KELP,3:14,,3:14,3:14,,,,,1,1,,,,,,3:14,,
2018-07-24,E170,N731YX,KELP,,KDEN,2:02,,2:02,2:02,,,,,1,1,,,,,,2:02,,
2018-07-24,E170,N732YX,KDEN,,KICT,1:18,,1:18,1:18,,,,,1,1,,,,,,1:18,,
2018-07-25,E170,N732YX,KICT,,KDEN,1:29,,1:29,1:29,,,,,1,1,,,,,,1:29,,
2018-07-25,E170,N732YX,KDEN,,KCLT,3:14,,3:14,3:14,,,,,1,1,,,,,,3:14,,
2018-07-26,E170,N747YX,KCLT,,KEWR,1:51,,1:51,1:51,,,,,1,1,,,,,,1:51,,
2018-07-26,E170,N855RW,KEWR,,CYYZ,1:36,,1:36,1:36,,,,,1,1,,,,,,1:36,,
2018-07-26,E170,N855RW,CYYZ,,KORD,2:02,,2:02,2:02,,,,,1,1,,,,,,2:02,,
2018-07-29,E170,N750YX,KELP,,KDEN,1:40,,1:40,1:40,,,,,1,1,,,,,,1:40,,
2018-07-29,E170,N750YX,KDEN,,KICT,1:21,,1:21,1:21,,,,,1,1,,,,,,1:21,,
2018-07-29,E170,N864RW,KORD,,KELP,2:56,,2:56,2:56,,,,,1,1,,,,,,2:56,,
2018-07-30,E170,N750YX,KICT,,KDEN,1:26,,1:26,1:26,,,,,1,1,,,,,,1:26,,
2018-07-30,E170,N750YX,KDEN,,KCLT,3:09,,3:09,3:09,,,,,1,1,,,,,,3:09,,
2018-07-31,E170,N749YX,KCLT,,KEWR,1:40,,1:40,1:40,,,,,1,1,,,,,,1:40,,
2018-07-31,E170,N733YX,KEWR,,KCLT,1:56,,1:56,1:56,,,,,1,1,,,,,,1:56,,
2018-07-31,E170,N733YX,KCLT,,KORD,2:23,,2:23,2:23,,,,,1,1,,,,,,2:23,,
2018-08-02,E170,N721YX,KIAH,,KRDU,2:41,,2:41,2:41,,,,,1,1,,,,,,2:41,,
2018-08-03,E170,N856RW,KRDU,,KEWR,1:40,,1:40,1:40,,,,,1,1,,,,,,1:40,,
2018-08-03,E170,N856RW,KEWR,,KXNA,3:09,,3:09,3:09,,,,,1,1,,,,,,3:09,,
2018-08-04,E170,N726YX,KXNA,,KORD,1:47,,1:47,1:47,,,,,1,1,,,,,,1:47,,
2018-08-04,E170,N726YX,KORD,,KDCA,1:58,,1:58,1:58,,,,,1,1,,,,,,1:58,,
2018-08-04,E170,N726YX,KDCA,,KORD,1:45,,1:45,1:45,,,,,1,1,,,,,,1:45,,
2018-08-14,E170,N858RW,KORD,,KMEM,1:41,,1:41,1:41,,,,,1,1,,,,,,1:41,,
2018-08-14,E170,N858RW,KMEM,,KORD,1:49,,1:49,1:49,,,,,1,1,,,,,,1:49,,
2018-08-14,E170,N650RW,KORD,,KDTW,1:08,,1:08,1:08,,,,,,,1,1,,,1:07,1:08,,
2018-08-15,E170,N731YX,KDTW,,KEWR,1:49,,1:49,1:49,,,,,1,1,,,,,,1:49,,
2018-08-15,E170,N731YX,KEWR,,KRDU,1:25,,1:25,1:25,,,,,1,1,,,,,,1:25,,
2018-08-15,E170,N731YX,KRDU,,KORD,2:25,,2:25,2:25,,,,,1,1,,,,,,2:25,,
2018-08-19,E170,N722YX,KORD,,KRDU,1:49,,1:49,1:49,,,,,1,1,,,,,,1:49,,
2018-08-19,E170,N722YX,KRDU,,KIAH,2:43,,2:43,2:43,,,,,1,1,,,,,,2:43,,
2018-08-19,E170,N722YX,KIAH,,KMAF,1:39,,1:39,1:39,,,,,1,,,1,,,0:36,1:39,,
2018-08-20,E170,N650RW,KMAF,,KIAH,1:30,,1:30,1:30,,,,,1,1,,,,,,1:30,,
2018-08-20,E170,N649RW,KIAH,,KXNA,1:24,,1:24,1:24,,,,,1,1,,,,,,1:24,,
2018-08-20,E170,N649RW,KXNA,,KEWR,2:45,,2:45,2:45,,,,,1,,,1,,,0:35,2:45,,
2018-08-20,E170,N649RW,KEWR,,KBWI,1:11,,1:11,1:11,,,,,,,1,1,,,1:10,1:11,,
2018-08-21,E170,N739YX,KEWR,,KMSP,2:53,,2:53,2:53,,,,,1,1,,,,,,2:53,,
2018-08-21,E170,N739YX,KMSP,,KORD,1:32,,1:32,1:32,,,,,1,1,,,,,,1:32,,
2018-09-03,E170,N739YX,KORD,,KRDU,2:01,,2:01,2:01,,,,,1,1,,,,,,2:01,,
2018-09-03,E170,N739YX,KRDU,,KIAH,2:57,,2:57,2:57,,,,,1,1,,,,,,2:57,,
2018-09-03,E170,N739YX,KIAH,,KMAF,1:20,,1:20,1:20,,,,,1,,,1,,,0:40,1:20,,
2018-09-04,E170,N641RW,KMAF,,KIAH,1:27,,1:27,1:27,,,,,1,1,,,,,,1:27,,
2018-09-04,E170,N641RW,KIAH,,KIND,2:17,,2:17,2:17,,,,,1,1,,,,,,2:17,,
2018-09-05,E170,N631RW,KIND,,KEWR,1:54,,1:54,1:54,,,,,1,1,,,,,,1:54,,
2018-09-05,E170,N748YX,KEWR,,KCLT,1:45,,1:45,1:45,,,,,1,1,,,,,,1:45,,
2018-09-05,E170,N748YX,KCLT,,KORD,1:57,,1:57,1:57,,,,,1,1,,,,,,1:57,,
2018-09-09,E170,N741YX,KORD,,KDTW,1:21,,1:21,1:21,,,,,1,1,,,,,,1:21,,
2018-09-09,E170,N741YX,KDTW,,KEWR,1:36,,1:36,1:36,,,,,1,1,,,,,,1:36,,
2018-09-09,E170,N861RW,KEWR,,KCVG,1:57,,1:57,1:57,,,,,1,1,,,,,,1:57,,
2018-09-10,E170,N648RW,KCVG,,KEWR,1:49,,1:49,1:49,,,,,,1,1,,,,0:40,1:49,,
2018-09-10,E170,N648RW,KEWR,,KDCA,1:18,,1:18,1:18,,,,,1,1,,,,,,1:18,,
2018-09-10,E170,N648RW,KDCA,,KIAH,3:06,,3:06,3:06,,,,,1,1,,,,,,3:06,,
2018-09-11,E170,N750YX,KHRL,,KIAH,1:14,,1:14,1:14,,,,,,1,1,,,,1:08,1:14,,
2018-09-11,E170,N865RW,KIAH,,KCVG,3:09,,3:09,3:09,,,,,1,1,,,,,,3:09,,
2018-09-11,E170,N865RW,KCVG,,KORD,1:07,,1:07,1:07,,,,,1,1,,,,,,1:07,,
2018-09-16,E170,N865RW,KDTW,,KIAH,2:38,,2:38,2:38,,,,,1,1,,,,,,2:38,,
2018-09-16,E170,N652RW,KIAH,,KDSM,2:10,,2:10,2:10,,,,,1,1,,,,,,2:10,,
2018-09-17,E170,N648RW,KDSM,,KEWR,2:29,,2:29,2:29,,,,,1,1,,,,,,2:29,,
2018-09-17,E170,N648RW,KEWR,,CYYZ,1:28,,1:28,1:28,,,,,1,1,,,,,,1:28,,
2018-09-18,E170,N647RW,CYYZ,,KEWR,1:34,,1:34,1:34,,,,,1,1,,,,,,1:34,,
2018-09-18,E170,N743YX,KEWR,,KCLT,2:01,,2:01,2:01,,,,,1,1,,,,,,2:01,,
2018-09-18,E170,N743YX,KCLT,,KORD,2:13,,2:13,2:13,,,,,1,1,,,,,,2:13,,
2018-09-21,E170,N721YX,KORD,,KMCI,1:37,,1:37,1:37,,,,,1,1,,,,,,1:37,,
2018-09-21,E170,N721YX,KMCI,,KORD,1:32,,1:32,1:32,,,,,1,1,,,,,,1:32,,
2018-09-23,E170,N731YX,KIAH,,KIND,2:26,,2:26,2:26,,,,,1,1,,,,,,2:26,,
2018-09-23,E170,N861RW,KDTW,,KIAH,3:23,,3:23,3:23,,,,,1,1,,,,,,3:23,,
2018-09-24,E170,N651RW,KIND,,KIAH,2:33,,2:33,2:33,,,,,1,1,,,,,,2:33,,
